	question	answer
1641	Je možné doručit  poštou?	Podání do úřadu je možné v elektronické podobě, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete zde.  Elektronicky vyplnitelné formuláře bez možnosti on‑line podání, včetně nápovědy pro vyplnění, naleznete zde.  Elektronické formuláře určené pro on‑line podání i bližší informace o technických předpokladech pro využití aplikace elektronického podání naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1642	Je možné doručení poštou?	Podání do úřadu je možné v elektronické podobě, poštou nebo osobně v podatelně Úřadu průmyslového vlastnictví. Informace o provozu podatelny a o podmínkách přijímání dokumentů naleznete zde.  Elektronicky vyplnitelné formuláře bez možnosti on‑line podání, včetně nápovědy pro vyplnění, naleznete zde.  Elektronické formuláře určené pro on‑line podání i bližší informace o technických předpokladech pro využití aplikace elektronického podání naleznete zde. Při přihlášení Identitou občana u elektronického podání Úřad sníží správní poplatek o 20 %, nejvýše však o tisíc korun českých, jsou-li splněny zákonné podmínky. Elektronické podání bez zaručeného elektronického podpisu musí být do 5 dnů doplněno písemnou formou nebo elektronickou formou se zaručeným elektronickým podpisem. Podání může být rovněž učiněno do datové schránky Úřadu.
1643	Kde mohu najít rešeršní databázi patentů a užitných vzorů?	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1644	Jaké informace zahrnuje rešeršní databáze patentů a užitných vzorů?	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1645	Jak využít rešeršních služeb Úřadu pro patenty a užitné vzory	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1646	Jak objednat rešeršní služby Úřadu pro patenty a užitné vzory	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1647	forma objednání rešeršních služeb patentů a užitných vzorů	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1648	formulář objednávky rešeršních služeb patentů a užitných vzorů	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1649	objednávka rešeršních služeb patentů a užitných vzorů	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1650	Jak dlouho trvá zpracování rešerše na patent?	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1651	Jak dlouho trvá zpracovat rešerši na patent?	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1652	Jaké jsou náklady na rešeršní služby Úřadu?	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1653	Kolik stojí rešeršní služby Úřadu?	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1654	ceník rešeršních služeb Úřadu	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1655	poplatek za rešeršní služby Úřadu	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1656	placení za rešeršní služby Úřadu	Na stránkách Úřadu naleznete rešeršní databázi patentů a užitných vzorů, která zahrnuje přihlášky vynálezů zveřejněné od roku 1991, udělené patenty od č. 1, evropské patenty platné na území České republiky a zapsané užitné vzory. Odkazy na zahraniční databáze patentů a užitných vzorů naleznete zde. Rešeršní služby K provedení rešerše je možné využít rešeršních služeb Úřadu. Rešeršní služby lze objednat pouze písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet, datovou schránkou, osobně na podatelně Úřadu či poštou. Doba zpracování je obvykle 30 dnů od doručení objednávky. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.
1657	zastoupení při přihlašování do zahraničí	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1658	pomoc při přihlašování do zahraničí	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1659	zastupování při přihlašování do zahraničí	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1660	Existuje nějaká stránka, která by mi pomohla s přihlašováním do zahraničí?	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1661	Jaké stránky by mi mohly pomoci s přihlašováním do zahraničí?	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1662	Jaké jsou moje možnosti, pokud potřebuji odbornou pomoc při přihlašování do zahraničí?	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1663	Kdo mi pomůže s přihlášením do zahraničí?	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1664	Kde mohu nalézt více informací o zastupování při přihlašování do zahraničí?	Podrobné informace k přihlašování do zahraničí naleznete na stránkách Úřadu zde. Pomoc, případně odborné zastoupení, mohou nalézt přihlašovatelé u patentových zástupců a u advokátních kanceláří. Více informací o zastupování je možné nalézt na webových stránkách Komory patentových zástupců a České advokátní komory.
1665	Kolik let platí patent?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1666	Jak dlouho platí patent?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1667	Kolik let platí udělený patent?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1668	Jak dlouho platí udělený patent?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1669	účinky udělení patentu	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1670	účinky zápisu patentu	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1671	Co znamená priorita u vynálezu ?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1672	Co znamená právo přednosti u vynálezu ?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1673	Co znamená priorita u patentu?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1674	Co znamená právo přednosti u patentu?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1675	Co udělat po udělení patentu?	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1676	povinnosti majitele patentu	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
1677	zveřejnění přihlášky vynálezu	Patent udělený v České republice platí 20 let od podání přihlášky, účinky patentu nastávají ode dne oznámení udělení patentu ve Věstníku Úřadu. Základní účinek spočívá v tom, že bez souhlasu jeho majitele jej nikdo nesmí využívat. Podáním přihlášky vynálezu vzniká přihlašovateli právo přednosti - priorita. To především znamená, že v případě udělení ochrany na přihlášený předmět či jeho zveřejnění v průběhu řízení o přihlášce vynálezu nemůže být jinému přihlašovateli účinně přiznána ochrana na stejný předmět přihlášený později. Důležité je vědět, že poté, co je patent udělen, je zpoplatněno rovněž udržování patentu v platnosti. Úřad vyzve majitele patentu k zaplacení prvního udržovacího poplatku za dosavadní dobu platnosti patentu. Poplatky za udržování patentu v platnosti pro další období se pak už platí bez vyměření, tj. bez vyzvání Úřadu, ročně, vždy před uplynutím předchozího roku platnosti patentu.  Variabilním symbolem pro platbu je zde číslo patentu. Udržovací poplatky nelze platit kolkovými známkami. Plátcem je majitel patentu nebo jeho zástupce.
