	question	class
1578	Jak mohu vymazat užitný vzor?	61
1579	Jak co když chci vymazat užitný vzor?	61
1580	výmaz užitného vzoru z rejstříku	61
1581	Co je zapotřebí pro výmaz užitného vzoru z rejstříku?	61
1582	Co mám udělat pro výmaz užitného vzoru z rejstříku?	61
1583	Co je potřeba pro výmaz užitného vzoru z rejstříku?	61
1584	Co je nutné pro výmaz užitného vzoru z rejstříku?	61
1585	proces výmazu užitného vzoru	61
1586	proces vymazání užitného vzoru	61
1587	důvody pro výmaz užitného vzoru z rejstříku	61
1588	formulář pro podání návrhu na výmaz užitného vzoru z rejstříku	61
1589	formulář pro výmaz užitného vzoru	61
1590	zastoupení v  žádosti o výmaz užitného vzoru z rejstříku	61
1591	pomoc s žádosti o výmaz užitného vzoru z rejstříku	61
1592	zastoupení v výmazem užitného vzoru	61
1593	pomoc s výmazem užitného vzoru	61
1594	účinky výmazu užitného vzoru	61
1595	důsledky výmazu užitného vzoru	61
1596	následky výmazu užitného vzoru	61
1597	částečný výmaz užitného vzoru	61
1598	úplný výmaz užitného vzoru	61
1599	rozsah výmazu užitného vzoru	61
1600	Kolik stojí podání návrhu na výmaz užitného vzoru z rejstříku?	61
1601	Jaký je poplatek za podání návrhu na výmaz užitného vzoru z rejstříku?	61
1602	Kolik se platí za podání návrhu na výmaz užitného vzoru z rejstříku?	61
1603	Je možné požádat o výmaz užitného vzoru z rejstříku?	61
1604	Je možné požádat o částečný výmaz užitného vzoru z rejstříku?	61
1605	Je možné požádat o úplný výmaz užitného vzoru z rejstříku?	61
1606	Co znamená označení původu?	62
1607	Co je to označení původu?	62
1608	Co je označení původu?	62
1609	Které produkty mohou získat označení původu?	62
1610	podmínky pro udělení označení původu	62
1611	Jaké produkty mohou získat zeměpisné označení?	62
1612	Jaká je rozdíl mezi označením původu a zeměpisným označením?	62
1613	Co je to zeměpisné označení?	62
1614	Co je zeměpisné označení?	62
1615	Co znamená zeměpisné označení?	62
1616	informace o označení původu a zeměpisných označeních	62
1617	produkty, které jsou spojeny s lokalitou	62
1618	lokální produkty	62
1619	proces získání označení původu proces získání zeměpisného označení	62
1620	Co se myslí pod označením původu a zeměpisným označením?	62
1621	Jaké jsou možnosti podání do Úřadu?	63
1622	Jaké jsou obecně možnosti podání do Úřadu?	63
1623	Jak doručit dokumenty na Úřad průmyslového vlastnictví?	63
1624	Kde si mohu stáhnout elektronické formuláře pro podání na Úřad?	63
1625	Kde najdu elektronické formuláře pro podání na Úřad?	63
1626	Kde mohu najít elektronické formuláře pro podání na Úřad?	63
1627	Kde můžu najít elektronické formuláře pro podání na Úřad?	63
1628	Kde jsou elektronické formuláře pro podání na Úřad?	63
1629	Jaký poplatek mohu ušetřit při přihlášení Identitou občana u elektronického podání?	63
1630	elektronické podání bez zaručeného elektronického podpisu	63
1631	podání do datové schránky	63
1632	elektronické podání	63
1633	e-podání	63
1634	sleva při podání elektronicky	63
1635	sleva při elektronickém podání	63
1636	elektronicky vyplnitelné formuláře	63
1637	sleva 20 %	63
1638	Je možné doručit do datové schránky ?	63
1639	Je možné doručení do datové schránky ?	63
1640	Je možné doručit  e-mailem ?	63
1641	Je možné doručení e-mailem ?	63
1642	Je možné doručit  poštou?	63
1643	Je možné doručení poštou?	63
1644	Kde mohu najít rešeršní databázi patentů a užitných vzorů?	64
1645	Jaké informace zahrnuje rešeršní databáze patentů a užitných vzorů?	64
1646	Jak využít rešeršních služeb Úřadu pro patenty a užitné vzory	64
1647	Jak objednat rešeršní služby Úřadu pro patenty a užitné vzory	64
1648	forma objednání rešeršních služeb patentů a užitných vzorů	64
1649	formulář objednávky rešeršních služeb patentů a užitných vzorů	64
1650	objednávka rešeršních služeb patentů a užitných vzorů	64
1651	Jak dlouho trvá zpracování rešerše na patent?	64
1652	Jak dlouho trvá zpracovat rešerši na patent?	64
1653	Jaké jsou náklady na rešeršní služby Úřadu?	64
1654	Kolik stojí rešeršní služby Úřadu?	64
1655	ceník rešeršních služeb Úřadu	64
1656	poplatek za rešeršní služby Úřadu	64
1657	placení za rešeršní služby Úřadu	64
1658	zastoupení při přihlašování do zahraničí	65
1659	pomoc při přihlašování do zahraničí	65
1660	zastupování při přihlašování do zahraničí	65
1661	Existuje nějaká stránka, která by mi pomohla s přihlašováním do zahraničí?	65
1662	Jaké stránky by mi mohly pomoci s přihlašováním do zahraničí?	65
1663	Jaké jsou moje možnosti, pokud potřebuji odbornou pomoc při přihlašování do zahraničí?	65
1664	Kdo mi pomůže s přihlášením do zahraničí?	65
1665	Kde mohu nalézt více informací o zastupování při přihlašování do zahraničí?	65
1666	Kolik let platí patent?	66
1667	Jak dlouho platí patent?	66
1668	Kolik let platí udělený patent?	66
1669	Jak dlouho platí udělený patent?	66
1670	účinky udělení patentu	66
1671	účinky zápisu patentu	66
1672	Co znamená priorita u vynálezu ?	66
1673	Co znamená právo přednosti u vynálezu ?	66
1674	Co znamená priorita u patentu?	66
1675	Co znamená právo přednosti u patentu?	66
1676	Co udělat po udělení patentu?	66
1677	povinnosti majitele patentu	66
1678	zveřejnění přihlášky vynálezu	66
1679	udržovací poplatky za patent	66
1680	variabilní symbol pro platbu udržovacích poplatků za patent	66
1681	Jak dlouho lze platit udržovací poplatky za patent?	66
1682	Je nějaká žádost o prodloužení patentu?	66
1683	Existuje žádost o prodloužení patentu?	66
1684	Kde najdu žádost o prodloužení patentu?	66
1685	Je nějaká žádost o udržení patentu?	66
1686	Existuje žádost o udržení patentu?	66
1687	Kde najdu žádost o udržení patentu?	66
1688	Je nějaká žádost o udržování patentu?	66
1689	Existuje žádost o udržování patentu?	66
1690	Kde najdu žádost o udržování patentu?	66
1691	Jak mohu podat přihlášku patentu ?	67
1692	Kam mohu podat přihlášku patentu ?	67
1693	Jak  podat přihlášku patentu ?	67
1694	Kam podat přihlášku patentu ?	67
1695	Jak  mám podat přihlášku patentu ?	67
1696	Kam mám podat přihlášku patentu ?	67
1697	Jak  můžu podat přihlášku patentu ?	67
1698	Kam můžu podat přihlášku patentu ?	67
1699	Jak mohu podat přihlášku vynálezu?	67
1700	Kam mohu podat přihlášku vynálezu?	67
1701	Jak  podat přihlášku vynálezu?	67
1702	Kam podat přihlášku vynálezu?	67
1703	Jak  mám podat přihlášku vynálezu?	67
1704	Kam mám podat přihlášku vynálezu?	67
1705	Jak  můžu podat přihlášku vynálezu?	67
1706	Kam můžu podat přihlášku vynálezu?	67
1707	Kdo může podat přihlášku patentu ?	67
1708	Kdo je oprávněn podat přihlášku patentu ?	67
1709	Kdo může podat přihlášku vynálezu?	67
1710	Kdo je oprávněn podat přihlášku vynálezu?	67
1711	formulář podání patentu	67
1712	formulář přihlášky patentu	67
1713	formulář podání  vynálezu	67
1714	formulář přihlášky vynálezu	67
1715	sleva na správní poplatek při elektronickém podání přihlášky patentu	67
1716	sleva na správní poplatek při elektronickém podání přihlášky vynálezu	67
1717	Je možné podat přihlášku patentu do datové schránky?	67
1718	Můžu podat přihlášku patentu do datové schránky?	67
1719	Mohu podat přihlášku patentu do datové schránky?	67
1720	Jde podat přihlášku patentu do datové schránky?	67
1721	Je možné podat přihlášku vynálezu do datové schránky?	67
1722	Můžu podat přihlášku vynálezu do datové schránky?	67
1723	Mohu podat přihlášku vynálezu do datové schránky?	67
1724	Jde podat přihlášku vynálezu do datové schránky?	67
1725	pomoc pro přihlášku patentu	68
1726	odborné zastoupení pro přihlášku patentu	68
1727	pomoc pro podání přihlášky patentu	68
1728	odborné zastoupení pro podání přihlášky patentu	68
1729	pomoc pro přihlášku  vynálezu	68
1730	odborné zastoupení pro přihlášku  vynálezu	68
1731	pomoc pro podání přihlášky vynálezu	68
1732	odborné zastoupení pro podání přihlášky vynálezu	68
1733	Existují advokátní kanceláře, které se zabývají patenty ?	68
1734	Existují advokátní kanceláře, které se zabývají vynálezy?	68
1735	právní zastoupení pro žadatele o patentu	68
1736	právní zastoupení pro přihlášku patentu	68
1737	právní zastoupení pro podání přihlášky patentu	68
1738	právní zastoupení pro žadatele o  vynálezu	68
1739	právní zastoupení pro přihlášku  vynálezu	68
1740	právní zastoupení pro podání přihlášky vynálezu	68
1741	Kdo mě může zastupovat při podávání přihlášky patentu ?	68
1742	Kdo mi může pomoci při podávání přihlášky patentu ?	68
1743	Kdo mě může zastupovat při podávání přihlášky vynálezu?	68
1744	Kdo mi může pomoci při podávání přihlášky vynálezu?	68
1745	informace o zastupování při podávání přihlášky patentu	68
1746	informace o zastupování při podávání přihlášky vynálezu	68
1747	Jaké následky může mít nesprávně formulované patentové nároky?	68
1748	následky nesprávně formulovaných patentových nároků?	68
1749	Proč je vhodné nechat se zastoupit?	68
1750	přihláška vynálezu	69
1751	přihláška patentu	69
1752	části přihlášky vynálezu	69
1753	části přihlášky patentu	69
1754	požadavky přihlášky vynálezu	69
1755	náležitosti přihlášky vynálezu	69
1756	požadavky přihlášky patentu	69
1757	náležitosti přihlášky patentu	69
1758	žádost o udělení patentu	69
1759	formulář žádosti o udělení patentu	69
1760	popis vynálezu v přihlášce	69
1761	Co má být uvedeno v patentových nárocích žádosti?	69
1762	patentové nároky	69
1763	název patentu	69
1764	vymezení patentu	69
1765	vynálezecká myšlenka	69
1766	anotace v přihlášce vynálezu	69
1767	anotace v přihlášce patentu	69
1768	přílohy žádosti o udělení patentu	69
1769	podlohy žádosti o udělení patentu	69
1770	Co je to právo přednosti u patentu?	69
1771	Co je to priorita u patentu?	69
1772	Kde najdu podrobnější informace o požadavcích na přihlášku vynálezu?	69
1773	Kdo může podat přihlášku vynálezu ?	70
1774	Kdo je oprávněn podat přihlášku vynálezu ?	70
1775	Kdo může podat přihlášku patentu?	70
1776	Kdo je oprávněn podat přihlášku patentu?	70
1777	Může právnická osoba podat přihlášku vynálezu ?	70
1778	Může právnická osoba podat přihlášku patentu?	70
1779	zkoumání přihlášky vynálezu	70
1780	připomínky k patentovatelnosti	70
1781	připomínky k přihlášce patentu	70
1782	Jak může být patent zrušen?	71
1783	podmínky pro zrušení patentu	71
1784	návrh na zrušení patentu	71
1785	pomoc s návrhem na zrušení patentu	71
1786	zastoupení s návrhem na zrušení patentu	71
1787	Jak je možné zrušit patent?	71
1788	Jak lze zrušit patent?	71
1789	Jak můžu zrušit patent?	71
1790	Jak mohu zrušit patent?	71
1791	jak bych mohl nechat zrušit patent?	71
1792	Kolik stojí podání návrhu na zrušení patentu?	71
1793	Kolik stojí podání žádosti na zrušení patentu?	71
1794	důsledky zrušení patentu	71
1795	následky zrušení patentu	71
1796	účinky zrušení patentu	71
1797	důsledky  výmazu patentu	71
1798	následky  výmazu patentu	71
1799	účinky výmazu patentu	71
1800	částečné zrušení patentu	71
1801	částečný výmaz patentu	71
1802	zrušení patentu v plném rozsahu	71
1803	výmaz patentu v plném rozsahu	71
1804	úplné zrušení patentu	71
1805	úplné výmaz patentu	71
1806	formulář pro výmaz patentu	71
1807	formulář pro zrušení patentu	71
1808	Jak odůvodnit návrh na zrušení patentu?	71
1809	Jak odůvodnit návrh na výmaz patentu?	71
1810	Je možné zrušit patent částečně?	71
1811	důkazy na výmaz patentu	71
1812	důkazy na zrušení patentu	71
1813	Jak ověřit novost?	72
1814	Kde ověřit novost?	72
1815	novost	72
1816	novost obecně	72
1817	Kde lze provést rešerši?	72
1818	Kde je možné provést rešerši?	72
1819	Jak můžu provést rešerši?	72
1820	Jak mohu provést rešerši?	72
1821	rešeršní služby	72
1822	objednání rešeršní služby u Úřadu?	72
1823	objednávka rešeršní služby u Úřadu?	72
1824	Jak dlouho trvá zpracování rešerše ?	72
1825	Jak dlouho trvá zpracovat rešerši?	72
1826	Kolik stojí provedení rešerše u Úřadu?	72
1827	Jaký je poplatek za provedení rešerše u Úřadu?	72
1828	Kolik se platí za provedení rešerše u Úřadu?	72
1829	Kolik zaplatím za provedení rešerše u Úřadu?	72
1830	poplatek za výstupy z rešerše	72
1831	Jak podat žádost o rešerši u úřadu?	72
1832	Jakou cestou podat žádost o rešerši u úřadu?	72
1833	Jakým způsobem podat žádost o rešerši u úřadu?	72
1834	rešerše úřadem	72
1835	formulář objednávky rešeršních služeb	72
1836	národní databáze průmyslových práv	73
1837	česká databáze průmyslových práv	73
1838	tuzemská databáze průmyslových práv	73
1839	Jaké národní databáze jsou k dispozici?	73
1840	informativní rešerše	73
1841	odkazy na národní databáze	73
1842	odkazy na české databáze	73
1843	bezplatná rešerše	73
1844	rešerše zdarma	73
1845	rešerše napříč všemi druhy průmyslových práv	73
1846	národní průmyslověprávní databáze	73
1847	souhrnná rešerše	73
1848	odkazy na zahraniční databáze	74
1849	zahraniční databáze	74
1850	volně dostupné zahraniční databáze	74
1851	zahraniční databáze na internetu	74
1852	Jaké online zahraniční databáze jsou dostupné na internetu a kde je mohu najít?	74
1853	Jaký je odkaz na zahraniční online databáze, které jsou volně dostupné na internetu?	74
1854	Rozhodnutí Evropského soudního dvora	74
1855	Jaké třídící systémy se využívají při rešerších?	75
1856	třídící systémy	75
1857	třídění	75
1858	třídící systémy pro rešerše	75
1859	mezinárodní třídění	75
1860	mezinárodní třídící systémy	75
1861	nicejské třídění	75
1862	niceské třídění	75
1863	nyceské třídění	75
1864	locarnské třídění	75
1865	locarnský třídicí systém	75
1866	sysmém locarno	75
1867	systém lokarno	75
1868	lokarnské třídění	75
1869	odkaz na třídníky	75
1870	mezinárodní patentové třídění	75
1871	mezinárodní třídění průmyslových vzorů	75
1872	Mezinárodní třídění výrobků a služeb	75
1873	Vídeňské Mezinárodní třídění	75
1874	Nabídka licence k patentu	77
1875	Nabídka licence k evropskému patentu	77
1876	Jak nabídnout licenci k patentu	77
1877	chci nabídnout licenci k patentu	77
1878	rád bych nabídnout licenci k patentu	77
1879	chtěl bych nabídnout licenci k patentu	77
1880	jak můžu nabídnout licenci k patentu	77
1881	jak mohu nabídnout licenci k patentu	77
1882	co když chci nabídnout licenci k patentu	77
1883	Zápis licence k patentu	78
1884	Zápis licence k evropskému patentu	78
1885	Jak zapsat licenci k patentu	78
1886	Chci zapsat licenci k patentu	78
1887	rád bych zapsat licenci k patentu	78
1888	chtěl bych zapsat licenci k patentu	78
1889	jak můžu zapsat licenci k patentu	78
1890	jak mohu zapsat licenci k patentu	78
1891	co když chci zapsat licenci k patentu	78
1892	Zápis licence k užitnému vzoru	78
1893	Jak zapsat licenci užitnému vzoru	78
1894	Chci zapsat licenci užitnému vzoru	78
1895	rád bych zapsat licenci užitnému vzoru	78
1896	chtěl bych zapsat licenci užitnému vzoru	78
1897	jak můžu zapsat licenci užitnému vzoru	78
1898	jak mohu zapsat licenci užitnému vzoru	78
1899	co když chci zapsat licenci užitnému vzoru	78
1900	Zápis licence k průmyslovému vzoru	78
1901	Jak zapsat licenci k průmyslovému vzoru	78
1902	Chci zapsat licenci k průmyslovému vzoru	78
1903	rád bych zapsat licenci k průmyslovému vzoru	78
1904	chtěl bych zapsat licenci k průmyslovému vzoru	78
1905	jak můžu zapsat licenci k průmyslovému vzoru	78
1906	jak mohu zapsat licenci k průmyslovému vzoru	78
1907	co když chci zapsat licenci k průmyslovému vzoru	78
1908	Zápis licence k ochranné známce	78
1909	Jak zapsat licenci k ochranné známce	78
1910	Chci zapsat licenci k ochranné známce	78
1911	rád bych zapsat licenci k ochranné známce	78
1912	chtěl bych zapsat licenci k ochranné známce	78
1913	jak můžu zapsat licenci k ochranné známce	78
1914	jak mohu zapsat licenci k ochranné známce	78
1915	co když chci zapsat licenci k ochranné známce	78
1916	Udělení nucené licence patenty	79
1917	Udělení nucené licence užitné vzory	79
1918	Udělení nucené licence topografie	79
1919	nucená licence	79
1920	jak na nucenou licenci	79
1921	Obrana při podání návrhu na prohlášení neplatnosti ochranné známky	80
1922	Jak se bránit proti návrhu na prohlášení neplatnosti ochranné známky	80
1923	Chci se bránit proti návrhu na prohlášení neplatnosti ochranné známky	80
1924	Jak se mám bránit proti návrhu na prohlášení neplatnosti ochranné známky	80
1925	Obrana při podání návrhu na zrušení ochranné známky	80
1926	Jak se bránit proti návrhu na zrušení ochranné známky	80
1927	Chci se bránit proti návrhu na zrušení ochranné známky	80
1928	Jak se mám bránit proti návrhu na zrušení ochranné známky	80
1929	Obrana při podání připomínek k zápisu ochranné známky	80
1930	Jak se bránit proti připomínkám k zápisu ochranné známky	80
1931	Chci se bránit proti připomínkám k zápisu ochranné známky	80
1932	Jak se mám bránit proti připomínkám k zápisu ochranné známky	80
1933	Obrana při podání námitek proti zápisu ochranné známky	81
1934	Obrana při podání námitek k zápisu ochranné známky	81
1935	Jak se bránit proti námitek proti zápisu ochranné známky	81
1936	Chci se bránit proti námitek proti zápisu ochranné známky	81
1937	Jak se mám bránit proti námitek proti zápisu ochranné známky	81
1938	Jak se bránit proti námitek k zápisu ochranné známky	81
1939	Chci se bránit proti námitek k zápisu ochranné známky	81
1940	Jak se mám bránit proti námitek k zápisu ochranné známky	81
1941	Obrana při podání návrhu na zrušení označení původu	82
1942	Obrana při podání návrhu na zrušení zeměpisného označení	82
1943	Jak se bránit proti návrhu na zrušení označení původu	82
1944	Chci se bránit proti návrhu na zrušení označení původu	82
1945	Jak se mám bránit proti návrhu na zrušení označení původu	82
1946	Jak se bránit proti návrhu na zrušení zeměpisného označení	82
1947	Chci se bránit proti návrhu na zrušení zeměpisného označení	82
1948	Jak se mám bránit proti návrhu na zrušení zeměpisného označení	82
1949	Omezení seznamu výrobků či služeb u ochranné známky	83
1950	Jak omezit seznam výrobků či služeb u ochranné známky	83
1951	Jak mám omezit seznam výrobků či služeb u ochranné známky	83
1952	Jak můžu omezit seznam výrobků či služeb u ochranné známky	83
1953	Prodloužení patentové ochrany dodatkovým ochranným osvědčením	84
1954	prodloužení patentové ochrany prostřednictvím SPC	84
1955	Jak prodloužit patentovou ochranu dodatkovým ochranným osvědčením	84
1956	chci prodloužit patentovou ochranu dodatkovým ochranným osvědčením	84
1957	Jak prodloužit patentovou ochranu prostřednictvím SPC	84
1958	chci prodloužit patentovou ochranu prostřednictvím SPC	84
1959	Změna evropské patentové přihlášky na národní přihlášku	85
1960	Přeměna evropské patentové přihlášky na národní přihlášku	85
1961	Jak změním evropské patentové přihlášky na národní přihlášku	85
1962	Jak můžu změnit evropské patentové přihlášky na národní přihlášku	85
1963	Jak lze změnit evropské patentové přihlášky na národní přihlášku	85
1964	Jak změním evropské patentové přihlášky na národní přihlášku	85
1965	Připomínky k patentovatelnosti	86
1966	Rozdělení ochranné známky	87
1967	Řízení před Úřadem průmyslového vlastnictví o mezinárodní ochranné známce s vyznačením ČR	87
1968	Udržování dodatkového ochranného osvědčení v platnosti	88
1969	udržet dodatkové ochranné osvědčení v platosti	88
1970	Udržování SPC v platnosti	88
1971	Vzdání se dodatkového ochranného osvědčení SPC	89
1972	Vzdát se dodatkového ochranného osvědčení SPC	89
1973	Vzdání se SPC	89
1974	Vzdát se SPC	89
1975	Vzdání se patentu	89
1976	Vzdát se patentu	89
1977	Vzdání se práv k ochranné známce v rozsahu některých výrobků či služeb	90
1978	Vzdát se práv k ochranné známce v rozsahu některých výrobků či služeb	90
1979	Vzdání se práva k evropskému patentu	91
1980	Vzdát se práva k evropskému patentu	91
1981	Vzdání se průmyslového vzoru	92
1982	Vzdát se průmyslového vzoru	92
1983	Zápis převodu ochranné známky	93
1984	Zápis převodu patentu	94
1985	Zápis převodu evropského patentu	94
1986	Zápis převodu SPC	94
1987	Zápis převodu přihlášky vynálezu	94
1988	Zápis převodu dodatkového ochranného osvědčení	94
1989	Zápis převodu průmyslového vzoru	95
1990	Zápis zástavy k patentu,	96
1991	Zápis zástavy k evropskému patentu	96
1992	Zápis zástavy k SPC	96
1993	Zápis zástavy k přihlášce vynálezu	96
1994	Zápis zástavy k dodatkovému ochrannému osvědčení	96
1995	Zápis zástavy k průmyslovému vzoru	97
1996	Zápis zástavy ochranné známky	98
1997	Zápis zástupce k patentu	99
1998	Zápis zástupce evropskému patentu	99
1999	Zápis zástupce SPC	99
2000	Zápis zástupce přihlášce vynálezu	99
2001	Zápis zástupce k průmyslovému vzoru	99
2002	Zápis zástupce dodatkovému ochrannému osvědčení	99
2003	Změna specifikace označení původu v rejstříku Evropské unie	100
2004	Změna specifikace zeměpisného označení v rejstříku Evropské unie	100
2005	Změna specifikace označení původu v rejstříku EU	100
2006	Změna specifikace zeměpisného označení v rejstříku EU	100
2007	Změna v mezinárodním zápisu ochranné známky provedená v rejstříku Mezinárodního úřadu WIPO	101
2008	Změny údajů v rejstříku patentů	102
2009	Změny údajů v rejstříku evropských patentů	102
2010	Změny údajů v rejstříku průmyslových vzorů	102
2011	Změny údajů v rejstříku ochranných známek	102
2012	Změny v zápisu mezinárodní ochranné známky provedené pouze u Úřadu průmyslového vlastnictví	103
2013	Zveřejnění opraveného překladu evropského patentového spisu	104
2014	pravený překlad evropského patentového spisu	104
2015	Zveřejnění opraveného překladu nároků evropské patentové přihlášky	105
2016	opravený překlad nároků evropské patentové přihlášky	105
2017	Zveřejnění překladu evropského patentového spisu	106
2018	překlad evropského patentového spisu	106
2019	validace evropského patentu	106
2020	Zveřejnění překladu nároků evropské patentové přihlášky	107
2021	překlad nároků evropské patentové přihlášky	107
2022	Žádost o opravu – ochranné známky	108
2023	Žádost o opravu – patenty	108
2024	Žádost o opravu - užitné vzory	108
2025	Žádost o opravu - topografie	108
2026	Žádost o opravu - topografie polovodičových výrobků	108
2027	Žádost o opravu – průmyslové vzory	108
2028	Celní správa České republiky a ochrana práv duševního vlastnictví	109
2029	Jak celní správa České republiky chrání duševní vlastnictví?	109
2030	Jakým způsobem celní správa České republiky chrání duševní vlastnictví?	109
2031	Jak celní správa České republiky ochraňuje duševní vlastnictví?	109
2032	Jakým způsobem celní správa České republiky ochraňuje duševní vlastnictví?	109
2033	Jak celní správa České republiky poskytuje ochranu duševní vlastnictví?	109
2034	Jakým způsobem celní správa České republiky poskytuje ochranu duševní vlastnictví?	109
2035	Jak celní správa České republiky chrání  duševního vlastnictví?	109
2036	Jakým způsobem celní správa České republiky chrání  duševního vlastnictví?	109
2037	Jak celní správa České republiky ochraňuje duševního vlastnictví?	109
2038	Jakým způsobem celní správa České republiky ochraňuje duševního vlastnictví?	109
2039	Jak celní správa České republiky poskytuje ochranu duševního vlastnictví?	109
2040	Jakým způsobem celní správa České republiky poskytuje ochranu duševního vlastnictví?	109
2041	zásahy celní správy České republiky ve vztahu k ochraně duševního vlastnictví	109
2042	Celni správa a monitoring internetu	110
2043	Celni správa a monitoring internetového prostředí	110
2044	Kontakty na Celní správu České republiky ve vztahu k ochraně duševního vlastnictví	111
2045	kde najdu kontakty na Celní správu České republiky ve vztahu k ochraně duševního vlastnictví	111
2046	řekni mi kde jsou kontakty na Celní správu České republiky ve vztahu k ochraně duševního vlastnictví	111
2047	Kontakty na Celní správu České republiky kvůli ochraně duševního vlastnictví	111
2048	kde najdu kontakty na Celní správu České republiky kvůli ochraně duševního vlastnictví	111
2049	řekni mi kde jsou kontakty na Celní správu České republiky kvůli ochraně duševního vlastnictví	111
2050	Žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	112
2051	Kde najdu žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	112
2052	Žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	112
2053	Kde najdu žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	112
2054	Kam podat žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	113
2055	Komu se podává žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	113
2056	Kam podat žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	113
2057	Komu se podává žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	113
2058	Kdo je oprávněný podat žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	114
2059	Kdo může podat žádost o zabránění porušování práv duševního vlastnictví zboží s celním dohledem	114
2060	Kdo je oprávněný podat žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	114
2061	Kdo může podat žádost o eliminaci porušování práv duševního vlastnictví zboží s celním dohledem	114
2062	Žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	115
2063	Kde najdu žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	115
2064	Žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	115
2065	Kde najdu žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	115
2066	Kam podat žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	116
2067	Komu se podává žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	116
2068	Kam podat žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	116
2069	Komu se podává žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	116
2070	Kdo je oprávněný podat žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	117
2071	Kdo může podat žádost o zabránění porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	117
2072	Kdo je oprávněný podat žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	117
2073	Kdo může podat žádost o eliminaci porušování práv duševního vlastnictví zboží, které nepodléhá celnímu dohledu	117
2074	Kde najdu informace o využití padělků pro humanitární účely	118
2075	kde se dozvím o využití padělků pro humanitární účely	118
2076	Co je všeobecně známá známka	119
2077	co znamená všeobecně známá známka	119
2078	jak definovat všeobecně známá známka	119
2079	Co je duševní vlastnictví	120
2080	co známená duševní vlastnictví	120
2081	co představuje duševní vlastnictví	120
2082	Definice duševní vlastnictví	120
2083	Jak definovat duševní vlastnictví	120
2084	Co je ochranná známka s dobrým jménem	121
2085	Co je ochranná známka s dobrou pověsti	121
2086	Co je ochranná známka s renomé	121
2087	Co je místní dosah nezapsaného či jiného označení	122
2088	Co znamená místní dosah nezapsaného či jiného označení	122
2089	Co je řádné užívání ochranné známky	123
2090	co znamená řádné užívání ochranné známky	123
2091	definice řádné užívání ochranné známky	123
2092	jak definovat řádné užívání ochranné známky	123
2093	Co je prezidiální plná moc	124
2094	jakým způsobem je u Úřadu evidována prezidiální plná moc	124
2095	Můžu zaregistrovat název webu jako ochrannou známku	125
2096	mohu zaregistrovat název webu jako ochrannou známku	125
2097	je možné zaregistrovat název webu jako ochrannou známku	125
2098	Můžu zaregistrovat název webových stránek jako ochrannou známku	125
2099	mohu zaregistrovat název webových stránek jako ochrannou známku	125
2100	je možné zaregistrovat název webových stránek jako ochrannou známku	125
2101	Je možná změna znění nebo vzhledu zapsané ochranné známky	126
